iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
190346,Fis-23893,Zu cristatus,LC,unknown,am,202,Tanzania,100,NA,5426
190347,Fis-22974,Zenopsis conchifer,LC,stable,am,202,Tanzania,27,NA,5426
190349,Fis-33146,Cetomimus gillii,DD,NA,am,202,Tanzania,80,NA,5426
190350,Fis-25456,Avocettina infans,LC,unknown,am,202,Tanzania,86,NA,5426
190356,Fis-26565,Aldrovandia affinis,LC,unknown,am,202,Tanzania,46,NA,5426
190361,Fis-31210,Astronesthes niger,LC,unknown,am,202,Tanzania,100,NA,5426
190369,Fis-32344,Lampanyctus nobilis,LC,unknown,am,202,Tanzania,94,NA,5426
190376,Fis-34841,Photonectes phyllopogon,LC,unknown,am,202,Tanzania,92,NA,5426
190378,Fis-30575,Regalecus glesne,LC,unknown,am,202,Tanzania,99,NA,5426
190384,Fis-32810,Cubiceps caeruleus,LC,unknown,am,202,Tanzania,99,NA,5426
190385,Fis-23905,Antimora rostrata,LC,unknown,am,202,Tanzania,90,NA,5426
190388,Fis-22954,Selar crumenophthalmus,LC,stable,am,202,Tanzania,26,NA,5426
190390,Fis-28238,Bolinichthys indicus,LC,stable,am,202,Tanzania,98,NA,5426
190391,Fis-23465,Cheilopogon furcatus,LC,unknown,am,202,Tanzania,100,NA,5426
190393,Fis-22182,Echeneis naucrates,LC,stable,am,202,Tanzania,22,NA,5426
190414,Fis-27269,Ditropichthys storeri,DD,NA,am,202,Tanzania,88,NA,5426
190422,Fis-23639,Mola mola,VU,decreasing,am,202,Tanzania,98,NA,5426
190425,Fis-23605,Lobianchia gemellarii,LC,unknown,am,202,Tanzania,98,NA,5426
190432,Fis-30588,Ruvettus pretiosus,LC,stable,am,202,Tanzania,24,NA,5426
190444,Fis-24478,Canthidermis maculata,LC,stable,am,202,Tanzania,26,NA,5426
190447,Fis-53389,Caulophryne jordani,LC,unknown,am,202,Tanzania,94,NA,5426
190452,Fis-23192,Naucrates ductor,LC,stable,am,202,Tanzania,26,NA,5426
190461,Fis-24896,Phtheirichthys lineatus,LC,stable,am,202,Tanzania,100,NA,5426
190471,Fis-30075,Gonostoma denudatum,LC,unknown,am,202,Tanzania,94,NA,5426
190477,Fis-50074,Symbolophorus rufinus,LC,unknown,am,202,Tanzania,99,NA,5426
190480,Fis-49936,Scopelarchus michaelsarsi,LC,unknown,am,202,Tanzania,88,NA,5426
190485,Fis-139729,Melanolagus bericoides,LC,unknown,am,202,Tanzania,94,NA,5426
190925,SLB-71544,Pholidoteuthis massyae,LC,unknown,am,202,Tanzania,100,NA,5426
192982,Fis-26452,Mahidolia mystacina,LC,unknown,am,202,Tanzania,23,NA,5426
192996,Fis-127150,Bryaninops loki,LC,unknown,am,202,Tanzania,23,NA,5426
192998,Fis-26427,Bryaninops erythrops,LC,unknown,am,202,Tanzania,19,NA,5426
193003,Fis-58808,Cryptocentrus caeruleomaculatus,LC,unknown,am,202,Tanzania,23,NA,5426
193022,Fis-62772,Trimma hoesei,LC,unknown,am,202,Tanzania,23,NA,5426
193024,Fis-26440,Valenciennea helsdingenii,LC,unknown,am,202,Tanzania,23,NA,5426
193039,Fis-62771,Pleurosicya plicata,LC,unknown,am,202,Tanzania,23,NA,5426
193059,Fis-156899,Trimma macrophthalmum,LC,unknown,am,202,Tanzania,23,NA,5426
193062,Fis-151830,Fusigobius pallidus,LC,unknown,am,202,Tanzania,23,NA,5426
193066,Fis-149592,Trimma anaima,LC,unknown,am,202,Tanzania,23,NA,5426
193067,Fis-58238,Priolepis nocturna,LC,unknown,am,202,Tanzania,23,NA,5426
193068,Fis-26457,Valenciennea puellaris,LC,unknown,am,202,Tanzania,26,NA,5426
193073,Fis-22967,Exyrias belissimus,LC,unknown,am,202,Tanzania,23,NA,5426
193075,Fis-26453,Vanderhorstia ambanoro,LC,unknown,am,202,Tanzania,23,NA,5426
193076,Fis-58143,Eviota zebrina,LC,stable,am,202,Tanzania,23,NA,5426
193078,Fis-32276,Eviota sigillata,LC,unknown,am,202,Tanzania,23,NA,5426
193082,Fis-26424,Amblygobius sphynx,LC,unknown,am,202,Tanzania,23,NA,5426
193091,Fis-32257,Bryaninops ridens,LC,unknown,am,202,Tanzania,23,NA,5426
193092,Fis-22853,Exyrias puntang,LC,stable,am,202,Tanzania,23,NA,5426
193093,Fis-119716,Bryaninops yongei,LC,unknown,am,202,Tanzania,23,NA,5426
193107,Fis-26465,Eviota infulata,LC,unknown,am,202,Tanzania,16,NA,5426
193109,Fis-58258,Trimma emeryi,LC,stable,am,202,Tanzania,23,NA,5426
193114,Fis-62753,Ctenogobiops maculosus,LC,unknown,am,202,Tanzania,23,NA,5426
193127,Fis-58253,Sueviota lachneri,LC,unknown,am,202,Tanzania,23,NA,5426
193128,Fis-151828,Fusigobius maximus,LC,unknown,am,202,Tanzania,23,NA,5426
193133,Fis-149594,Trimma halonevum,LC,unknown,am,202,Tanzania,23,NA,5426
193139,Fis-32263,Eviota distigma,LC,unknown,am,202,Tanzania,23,NA,5426
193148,Fis-35340,Trimma tevegae,LC,unknown,am,202,Tanzania,23,NA,5426
193156,Fis-62183,Priolepis kappa,LC,unknown,am,202,Tanzania,22,NA,5426
193160,Fis-50723,Fusigobius duospilus,LC,unknown,am,202,Tanzania,23,NA,5426
193162,Fis-57981,Priolepis semidoliata,LC,unknown,am,202,Tanzania,23,NA,5426
193163,Fis-57020,Pleurosicya bilobata,LC,unknown,am,202,Tanzania,19,NA,5426
193167,Fis-26432,Fusigobius neophytus,LC,stable,am,202,Tanzania,23,NA,5426
193174,Fis-57982,Trimma striatum,LC,unknown,am,202,Tanzania,22,NA,5426
193196,Fis-151087,Trimma annosum,LC,stable,am,202,Tanzania,24,NA,5426
193200,Fis-26813,Priolepis inhaca,LC,unknown,am,202,Tanzania,23,NA,5426
193203,Fis-35274,Valenciennea parva,LC,unknown,am,202,Tanzania,23,NA,5426
193204,Fis-35338,Trimma taylori,LC,stable,am,202,Tanzania,14,NA,5426
193206,Fis-26431,Cryptocentrus strigilliceps,LC,unknown,am,202,Tanzania,23,NA,5426
193209,Fis-35354,Vanderhorstia ornatissima,LC,unknown,am,202,Tanzania,23,NA,5426
193213,Fis-25056,Istigobius ornatus,LC,unknown,am,202,Tanzania,23,NA,5426
193221,Fis-26461,Cabillus tongarevae,LC,unknown,am,202,Tanzania,19,NA,5426
193223,Fis-128368,Feia nympha,LC,unknown,am,202,Tanzania,23,NA,5426
193226,Fis-32247,Discordipinna griessingeri,LC,unknown,am,202,Tanzania,23,NA,5426
193227,Fis-150581,Asterropteryx spinosa,LC,unknown,am,202,Tanzania,23,NA,5426
193229,Fis-29769,Macrodontogobius wilburi,LC,unknown,am,202,Tanzania,23,NA,5426
193230,Fis-151821,Fusigobius humeralis,LC,unknown,am,202,Tanzania,23,NA,5426
193238,Fis-26421,Amblyeleotris wheeleri,LC,unknown,am,202,Tanzania,23,NA,5426
193244,Fis-32253,Ctenogobiops feroculus,LC,unknown,am,202,Tanzania,23,NA,5426
193245,Fis-32269,Eviota nebulosa,LC,unknown,am,202,Tanzania,23,NA,5426
193247,Fis-59819,Priolepis compita,LC,unknown,am,202,Tanzania,23,NA,5426
193251,Fis-32281,Bryaninops tigris,LC,unknown,am,202,Tanzania,23,NA,5426
193256,Fis-25065,Istigobius spence,LC,unknown,am,202,Tanzania,23,NA,5426
193609,Fis-23186,Melichthys niger,LC,unknown,am,202,Tanzania,24,NA,5426
193615,Fis-23758,Ranzania laevis,LC,unknown,am,202,Tanzania,100,NA,5426
193634,Fis-27715,Masturus lanceolatus,LC,unknown,am,202,Tanzania,92,NA,5426
193668,Fis-29912,Diodon hystrix,LC,unknown,am,202,Tanzania,23,NA,5426
193752,Fis-27714,Chilomycterus reticulatus,LC,unknown,am,202,Tanzania,25,NA,5426
193817,Fis-31054,Diodon holocanthus,LC,unknown,am,202,Tanzania,26,NA,5426
194289,Fis-22737,Aphareus furca,LC,unknown,am,202,Tanzania,26,NA,5426
194331,Fis-22937,Pristipomoides filamentosus,LC,unknown,am,202,Tanzania,26,NA,5426
194334,Fis-53903,Lutjanus russellii,LC,unknown,am,202,Tanzania,25,NA,5426
194335,Fis-29439,Lutjanus lutjanus,LC,unknown,am,202,Tanzania,26,NA,5426
194337,Fis-22783,Lutjanus kasmira,LC,unknown,am,202,Tanzania,26,NA,5426
194338,Fis-22803,Macolor niger,LC,unknown,am,202,Tanzania,26,NA,5426
194339,Fis-29468,Paracaesio sordida,LC,unknown,am,202,Tanzania,26,NA,5426
194343,Fis-22797,Lutjanus sebae,LC,decreasing,am,202,Tanzania,26,NA,5426
194349,Fis-47262,Paracaesio xanthura,LC,unknown,am,202,Tanzania,26,NA,5426
194356,Fis-22794,Lutjanus rivulatus,LC,unknown,am,202,Tanzania,24,NA,5426
194360,Fis-29276,Aphareus rutilans,LC,unknown,am,202,Tanzania,21,NA,5426
194363,Fis-23619,Lutjanus bohar,LC,unknown,am,202,Tanzania,26,NA,5426
194366,Fis-22940,Pristipomoides sieboldii,LC,unknown,am,202,Tanzania,22,NA,5426
194370,Fis-146035,Lutjanus fulviflamma,LC,unknown,am,202,Tanzania,23,NA,5426
194371,Fis-22941,Pristipomoides zonatus,LC,unknown,am,202,Tanzania,20,NA,5426
194376,Fis-22790,Lutjanus monostigma,LC,stable,am,202,Tanzania,24,NA,5426
194377,Fis-22893,Lutjanus fulvus,LC,unknown,am,202,Tanzania,24,NA,5426
194379,Fis-29278,Aprion virescens,LC,unknown,am,202,Tanzania,26,NA,5426
194382,Fis-29964,Etelis coruscans,LC,unknown,am,202,Tanzania,26,NA,5426
194385,Fis-22894,Lutjanus gibbus,LC,unknown,am,202,Tanzania,26,NA,5426
194387,Fis-22939,Pristipomoides multidens,LC,unknown,am,202,Tanzania,25,NA,5426
194407,Fis-23178,Lutjanus ehrenbergii,LC,unknown,am,202,Tanzania,23,NA,5426
194968,Fis-23377,Ariosoma balearicum,LC,unknown,am,202,Tanzania,30,NA,5426
194986,Fis-23679,Ophisurus serpens,LC,unknown,am,202,Tanzania,26,NA,5426
194992,Fis-27308,Bathypterois grallator,LC,unknown,am,202,Tanzania,85,NA,5426
194993,Fis-49778,Chlorophthalmus agassizi,LC,unknown,am,202,Tanzania,29,NA,5426
194995,Fis-23502,Evermannella balbo,LC,unknown,am,202,Tanzania,94,NA,5426
194997,Fis-136946,Arctozenus risso,LC,unknown,am,202,Tanzania,99,NA,5426
195001,Fis-34865,Bathysaurus mollis,LC,unknown,am,202,Tanzania,80,NA,5426
195038,Fis-23580,Lampris guttatus,LC,unknown,am,202,Tanzania,94,NA,5426
195091,Fis-22852,Brama brama,LC,unknown,am,202,Tanzania,100,NA,5426
195093,Fis-22764,Helicolenus dactylopterus,LC,unknown,am,202,Tanzania,29,NA,5426
195097,Fis-29523,Seriola lalandi,LC,stable,am,202,Tanzania,30,NA,5426
195780,Fis-51063,Gymnothorax polyuranodon,LC,unknown,am,202,Tanzania,23,NA,5426
195838,Fis-27254,Aldrovandia phalacra,LC,unknown,am,202,Tanzania,41,NA,5426
196305,Fis-170293,Apogon amboinensis,DD,NA,am,202,Tanzania,23,NA,5426
196315,Fis-62779,Eleotris acanthopoma,LC,stable,am,202,Tanzania,23,NA,5426
196317,Fis-164335,Giuris margaritacea,LC,stable,am,202,Tanzania,23,NA,5426
196345,Fis-48256,Parioglossus raoi,LC,unknown,am,202,Tanzania,23,NA,5426
196382,Fis-19607,Stenogobius genivittatus,LC,unknown,am,202,Tanzania,23,NA,5426
196407,Fis-25370,Taenioides cirratus,DD,NA,am,202,Tanzania,23,NA,5426
196408,Fis-150563,Plectorhinchus gibbosus,LC,stable,am,202,Tanzania,23,NA,5426
196410,Fis-50862,Zenarchopterus gilli,LC,unknown,am,202,Tanzania,23,NA,5426
196412,Fis-25817,Kuhlia mugil,LC,unknown,am,202,Tanzania,23,NA,5426
196417,Fis-25123,Leiognathus equulus,LC,unknown,am,202,Tanzania,26,NA,5426
196421,Fis-25741,Crenimugil crenilabis,LC,unknown,am,202,Tanzania,23,NA,5426
196426,Fis-28187,Lamnostoma orientalis,LC,unknown,am,202,Tanzania,23,NA,5426
196436,Fis-25184,Siganus vermiculatus,LC,unknown,am,202,Tanzania,23,NA,5426
197054,Fis-10471,Ellochelon vaigiensis,LC,unknown,am,202,Tanzania,23,NA,5426
198566,Fis-30018,Exocoetus volitans,LC,unknown,am,202,Tanzania,23,NA,5426
198578,Fis-29731,Beryx decadactylus,LC,unknown,am,202,Tanzania,24,NA,5426
198579,Fis-31166,Hoplostethus mediterraneus,LC,unknown,am,202,Tanzania,27,NA,5426
198602,Fis-23643,Mora moro,LC,unknown,am,202,Tanzania,90,NA,5426
198613,Fis-15811,Diaphus metopoclampus,LC,unknown,am,202,Tanzania,94,NA,5426
198614,Fis-26531,Diogenichthys atlanticus,LC,stable,am,202,Tanzania,100,NA,5426
198615,Fis-23484,Electrona risso,LC,unknown,am,202,Tanzania,94,NA,5426
198617,Fis-23556,Hygophum hygomii,LC,unknown,am,202,Tanzania,100,NA,5426
198619,Fis-23167,Lampanyctus pusillus,LC,unknown,am,202,Tanzania,98,NA,5426
198620,Fis-23604,Lobianchia dofleini,LC,stable,am,202,Tanzania,100,NA,5426
198642,Fis-23174,Lichia amia,LC,unknown,am,202,Tanzania,23,NA,5426
198643,Fis-23806,Seriola dumerili,LC,unknown,am,202,Tanzania,28,NA,5426
198650,Fis-24929,Remora australis,LC,stable,am,202,Tanzania,100,NA,5426
198651,Fis-23759,Remora remora,LC,stable,am,202,Tanzania,26,NA,5426
198652,Fis-29952,Epigonus denticulatus,LC,unknown,am,202,Tanzania,23,NA,5426
198670,Fis-23606,Lobotes surinamensis,LC,stable,am,202,Tanzania,24,NA,5426
198675,Fis-27531,Cubiceps capensis,LC,unknown,am,202,Tanzania,100,NA,5426
198708,Fis-31013,Umbrina canariensis,LC,unknown,am,202,Tanzania,24,NA,5426
198710,Fis-31012,Umbrina ronchus,DD,NA,am,202,Tanzania,25,NA,5426
198716,Fis-30711,Tetragonurus cuvieri,LC,stable,am,202,Tanzania,100,NA,5426
198740,Fis-150742,Synapturichthys kleinii,DD,NA,am,202,Tanzania,28,NA,5426
198757,Fis-29880,Cyclothone braueri,LC,stable,am,202,Tanzania,100,NA,5426
198758,Fis-23888,Vinciguerria attenuata,LC,unknown,am,202,Tanzania,94,NA,5426
198761,Fis-29723,Bathophilus nigerrimus,LC,unknown,am,202,Tanzania,83,NA,5426
198762,Fis-25455,Borostomias antarcticus,LC,unknown,am,202,Tanzania,51,NA,5426
198769,Fis-30758,Zeus faber,DD,NA,am,202,Tanzania,28,NA,5426
199068,Fis-33178,Ilyophis brunneus,LC,unknown,am,202,Tanzania,91,NA,5426
199071,Fis-47776,Yirrkala tenuis,LC,unknown,am,202,Tanzania,23,NA,5426
199278,Fis-29926,Dysomma anguillare,LC,unknown,am,202,Tanzania,24,NA,5426
199323,Fis-27302,Nemichthys curvirostris,LC,unknown,am,202,Tanzania,100,NA,5426
199373,Fis-27285,Venefica proboscidea,LC,unknown,am,202,Tanzania,32,NA,5426
199401,Fis-27299,Nessorhamphus ingolfianus,LC,unknown,am,202,Tanzania,100,NA,5426
199622,Fis-167503,Aurigequula fasciata,LC,unknown,am,202,Tanzania,22,NA,5426
199624,Fis-161066,Eubleekeria splendens,LC,stable,am,202,Tanzania,26,NA,5426
203423,Fis-25177,Sillago sihama,LC,stable,am,202,Tanzania,24,NA,5426
13462491,Fis-34863,Bathysaurus ferox,LC,unknown,am,202,Tanzania,72,NA,5426
13462713,Fis-49902,Evermannella melanoderma,LC,unknown,am,202,Tanzania,89,NA,5426
13462731,Fis-49909,Odontostomops normalops,LC,unknown,am,202,Tanzania,90,NA,5426
13462737,Fis-33241,Gigantura chuni,LC,unknown,am,202,Tanzania,84,NA,5426
13462748,Fis-32360,Bathypterois atricolor,LC,unknown,am,202,Tanzania,92,NA,5426
13462771,Fis-33215,Bathytyphlops marionae,LC,unknown,am,202,Tanzania,45,NA,5426
13462777,Fis-33216,Ipnops agassizii,LC,unknown,am,202,Tanzania,80,NA,5426
13485141,Fis-33219,Ahliesaurus berryi,LC,unknown,am,202,Tanzania,100,NA,5426
13485161,Fis-33221,Luciosudis normani,LC,unknown,am,202,Tanzania,90,NA,5426
13485312,Fis-64476,Omosudis lowii,LC,unknown,am,202,Tanzania,100,NA,5426
13485622,Fis-27697,Lestrolepis intermedia,LC,unknown,am,202,Tanzania,98,NA,5426
13485675,Fis-49913,Benthalbella infans,LC,unknown,am,202,Tanzania,100,NA,5426
13485856,Fis-49934,Scopelarchus guentheri,LC,unknown,am,202,Tanzania,100,NA,5426
13486199,Fis-15202,Trachinocephalus myops,LC,unknown,am,202,Tanzania,28,NA,5426
13486514,Fis-22975,Ablennes hians,LC,unknown,am,202,Tanzania,23,NA,5426
13487700,Fis-26645,Cheilopogon nigricans,LC,unknown,am,202,Tanzania,100,NA,5426
15147791,Fis-49668,Asquamiceps hjorti,LC,unknown,am,202,Tanzania,84,NA,5426
15147860,Fis-34027,Bathylaco nigricans,LC,unknown,am,202,Tanzania,70,NA,5426
15148742,Fis-27977,Einara macrolepis,LC,unknown,am,202,Tanzania,44,NA,5426
15148858,Fis-27984,Herwigia kreffti,LC,unknown,am,202,Tanzania,84,NA,5426
15149121,Fis-26352,Rouleina attrita,LC,unknown,am,202,Tanzania,90,NA,5426
15149335,Fis-25437,Xenodermichthys copei,LC,unknown,am,202,Tanzania,94,NA,5426
15521985,Fis-153269,Scomberesox simulans,LC,stable,am,202,Tanzania,100,NA,5426
15522050,Fis-32815,Bregmaceros nectabanus,LC,unknown,am,202,Tanzania,27,NA,5426
15522073,Fis-50837,Cetonurus globiceps,LC,unknown,am,202,Tanzania,86,NA,5426
15522213,Fis-31241,Melanonus zugmayeri,LC,unknown,am,202,Tanzania,84,NA,5426
15598524,Fis-26206,Benthosema suborbitale,LC,stable,am,202,Tanzania,98,NA,5426
15598550,Fis-28240,Centrobranchus nigroocellatus,LC,stable,am,202,Tanzania,100,NA,5426
15598596,Fis-26357,Ceratoscopelus warmingii,LC,stable,am,202,Tanzania,91,NA,5426
15598630,Fis-32355,Diaphus brachycephalus,LC,unknown,am,202,Tanzania,92,NA,5426
15598639,Fis-27739,Diaphus effulgens,LC,stable,am,202,Tanzania,100,NA,5426
15598666,Fis-32357,Diaphus fragilis,LC,unknown,am,202,Tanzania,100,NA,5426
15598672,Fis-27740,Diaphus lucidus,LC,unknown,am,202,Tanzania,100,NA,5426
15598704,Fis-32113,Diaphus ostenfeldi,LC,unknown,am,202,Tanzania,98,NA,5426
15598778,Fis-26541,Diaphus perspicillatus,LC,stable,am,202,Tanzania,100,NA,5426
15598791,Fis-27700,Diaphus splendidus,LC,unknown,am,202,Tanzania,100,NA,5426
15598887,Fis-25165,Hygophum reinhardtii,LC,unknown,am,202,Tanzania,100,NA,5426
15598948,Fis-32342,Lampadena anomala,DD,NA,am,202,Tanzania,81,NA,5426
15598951,Fis-49983,Lampadena chavesi,LC,unknown,am,202,Tanzania,98,NA,5426
15598957,Fis-26532,Lampadena luminosa,LC,unknown,am,202,Tanzania,98,NA,5426
15599060,Fis-29427,Lampanyctus alatus,LC,unknown,am,202,Tanzania,98,NA,5426
15599067,Fis-50009,Lampanyctus festivus,LC,unknown,am,202,Tanzania,98,NA,5426
15600450,Fis-30985,Myctophum asperum,LC,stable,am,202,Tanzania,92,NA,5426
15600713,Fis-32347,Myctophum obtusirostre,LC,unknown,am,202,Tanzania,100,NA,5426
15600720,Fis-50052,Myctophum phengodes,LC,unknown,am,202,Tanzania,31,NA,5426
15600727,Fis-32351,Myctophum selenops,LC,unknown,am,202,Tanzania,98,NA,5426
15600731,Fis-139573,Nannobrachium atrum,LC,unknown,am,202,Tanzania,96,NA,5426
15601865,Fis-26533,Notoscopelus caudispinosus,LC,unknown,am,202,Tanzania,100,NA,5426
15601872,Fis-24154,Notoscopelus resplendens,LC,stable,am,202,Tanzania,86,NA,5426
15601881,Fis-31074,Scopelopsis multipunctatus,LC,stable,am,202,Tanzania,18,NA,5426
15601887,Fis-50061,Symbolophorus barnardi,LC,unknown,am,202,Tanzania,64,NA,5426
15601905,Fis-32349,Taaningichthys paurolychnus,LC,unknown,am,202,Tanzania,81,NA,5426
15601913,Fis-31242,Scopelengys tristis,LC,unknown,am,202,Tanzania,86,NA,5426
15601979,Fis-33014,Arnoglossus capensis,LC,unknown,am,202,Tanzania,26,NA,5426
15601985,Fis-29795,Chascanopsetta lugubris,LC,unknown,am,202,Tanzania,71,NA,5426
15622706,Fis-32414,Polymixia nobilis,LC,unknown,am,202,Tanzania,24,NA,5426
15622831,Fis-31237,Ectreposebastes imus,LC,unknown,am,202,Tanzania,93,NA,5426
15622835,Fis-31199,Setarches guentheri,LC,stable,am,202,Tanzania,23,NA,5426
15623273,Fis-5669,Trigloporus lastoviza,LC,unknown,am,202,Tanzania,26,NA,5426
16406979,Fis-25646,Antennarius striatus,LC,stable,am,202,Tanzania,26,NA,5426
16407132,Fis-29648,Antigonia capros,LC,stable,am,202,Tanzania,29,NA,5426
16425354,Fis-29732,Beryx splendens,LC,unknown,am,202,Tanzania,32,NA,5426
16431757,Fis-22185,Caranx lugubris,LC,stable,am,202,Tanzania,28,NA,5426
16439367,Fis-31214,Cubiceps pauciradiatus,LC,unknown,am,202,Tanzania,98,NA,5426
16439757,Fis-53660,Cyttopsis rosea,LC,stable,am,202,Tanzania,93,NA,5426
16440027,Fis-47571,Elagatis bipinnulata,LC,stable,am,202,Tanzania,26,NA,5426
16449531,Fis-25403,Gephyroberyx darwinii,LC,unknown,am,202,Tanzania,33,NA,5426
16506080,Fis-27813,Taractes rubescens,LC,unknown,am,202,Tanzania,29,NA,5426
16507347,Fis-22208,Seriola rivoliana,LC,stable,am,202,Tanzania,26,NA,5426
16507729,Fis-23882,Uraspis secunda,LC,stable,am,202,Tanzania,100,NA,5426
16509126,Fis-30041,Gempylus serpens,LC,stable,am,202,Tanzania,100,NA,5426
16509242,Fis-30341,Nealotus tripes,LC,stable,am,202,Tanzania,85,NA,5426
16509297,Fis-25421,Promethichthys prometheus,LC,stable,am,202,Tanzania,24,NA,5426
16545250,Fis-33860,Psenes arafurensis,LC,unknown,am,202,Tanzania,100,NA,5426
16545253,Fis-30523,Psenes cyanophrys,LC,unknown,am,202,Tanzania,99,NA,5426
16719296,Fis-48140,Gnathodentex aureolineatus,LC,unknown,am,202,Tanzania,23,NA,5426
16719605,Fis-23520,Gymnocranius grandoculis,LC,unknown,am,202,Tanzania,25,NA,5426
16719994,Fis-30229,Lethrinus erythracanthus,LC,unknown,am,202,Tanzania,26,NA,5426
16720002,Fis-30230,Lethrinus erythropterus,LC,unknown,am,202,Tanzania,23,NA,5426
16720022,Fis-23589,Lethrinus harak,LC,unknown,am,202,Tanzania,23,NA,5426
16720036,Fis-23590,Lethrinus lentjan,LC,unknown,am,202,Tanzania,26,NA,5426
16720083,Fis-30234,Lethrinus microdon,LC,unknown,am,202,Tanzania,25,NA,5426
16720181,Fis-23592,Lethrinus nebulosus,LC,unknown,am,202,Tanzania,24,NA,5426
16720267,Fis-23593,Lethrinus obsoletus,LC,unknown,am,202,Tanzania,23,NA,5426
16720328,Fis-30235,Lethrinus olivaceus,LC,unknown,am,202,Tanzania,26,NA,5426
16720528,Fis-30238,Lethrinus rubrioperculatus,LC,unknown,am,202,Tanzania,26,NA,5426
16720537,Fis-30239,Lethrinus semicinctus,LC,unknown,am,202,Tanzania,23,NA,5426
16720568,Fis-30240,Lethrinus variegatus,LC,unknown,am,202,Tanzania,26,NA,5426
16720577,Fis-30241,Lethrinus xanthochilus,LC,unknown,am,202,Tanzania,26,NA,5426
16720607,Fis-23642,Monotaxis grandoculis,LC,unknown,am,202,Tanzania,26,NA,5426
16721842,Fis-23890,Wattsia mossambica,LC,unknown,am,202,Tanzania,20,NA,5426
16749737,Fis-23742,Heteropriacanthus cruentatus,LC,unknown,am,202,Tanzania,26,NA,5426
16781113,Fis-30019,Fistularia petimba,LC,unknown,am,202,Tanzania,26,NA,5426
18123960,Fis-23904,Anoplogaster cornuta,LC,unknown,am,202,Tanzania,100,NA,5426
18124015,Fis-31164,Diretmus argenteus,LC,unknown,am,202,Tanzania,100,NA,5426
18124179,Fis-26225,Sargocentron rubrum,LC,stable,am,202,Tanzania,26,NA,5426
18127741,Fis-31020,Ceratias holboelli,LC,unknown,am,202,Tanzania,100,NA,5426
18127836,Fis-30110,Himantolophus groenlandicus,LC,unknown,am,202,Tanzania,86,NA,5426
18127840,Fis-64697,Melanocetus johnsonii,LC,unknown,am,202,Tanzania,94,NA,5426
18140736,Fis-139727,Dolicholagus longirostris,LC,unknown,am,202,Tanzania,92,NA,5426
18155920,Fis-32336,Opisthoproctus soleatus,LC,unknown,am,202,Tanzania,81,NA,5426
18155933,Fis-28109,Barbantus curvifrons,LC,unknown,am,202,Tanzania,100,NA,5426
18155946,Fis-33786,Maulisia mauli,LC,unknown,am,202,Tanzania,81,NA,5426
18158219,Fis-23325,Alepes djedaba,LC,unknown,am,202,Tanzania,23,NA,5426
18158583,Fis-32421,Nesiarchus nasutus,LC,stable,am,202,Tanzania,25,NA,5426
18177499,Fis-25118,Upeneus moluccensis,LC,stable,am,202,Tanzania,26,NA,5426
18214519,Fis-21893,Bothus pantherinus,LC,unknown,am,202,Tanzania,26,NA,5426
18227109,Fis-33181,Cyema atrum,LC,unknown,am,202,Tanzania,88,NA,5426
18227119,Fis-31004,Eurypharynx pelecanoides,LC,unknown,am,202,Tanzania,89,NA,5426
18238049,Fis-27277,Scopelogadus beanii,DD,NA,am,202,Tanzania,98,NA,5426
18252612,Fis-31240,Cyclothone acclinidens,LC,stable,am,202,Tanzania,100,NA,5426
18252619,Fis-32102,Cyclothone pallida,LC,stable,am,202,Tanzania,99,NA,5426
18252629,Fis-32103,Cyclothone pseudopallida,LC,stable,am,202,Tanzania,100,NA,5426
18252702,Fis-33789,Diplophos taenia,LC,stable,am,202,Tanzania,100,NA,5426
18252849,Fis-34762,Margrethia obtusirostra,DD,NA,am,202,Tanzania,94,NA,5426
18252952,Fis-26522,Vinciguerria nimbaria,LC,unknown,am,202,Tanzania,99,NA,5426
18253276,Fis-29290,Argyropelecus aculeatus,LC,unknown,am,202,Tanzania,94,NA,5426
18253282,Fis-29669,Argyropelecus gigas,LC,unknown,am,202,Tanzania,90,NA,5426
18253296,Fis-32330,Sternoptyx diaphana,LC,unknown,am,202,Tanzania,91,NA,5426
18253303,Fis-28170,Valenciennellus tripunctulatus,LC,unknown,am,202,Tanzania,94,NA,5426
18256447,Fis-34776,Astronesthes gemmifer,DD,NA,am,202,Tanzania,100,NA,5426
18256458,Fis-28184,Bathophilus digitatus,LC,unknown,am,202,Tanzania,94,NA,5426
18256560,Fis-33821,Echiostoma barbatum,LC,unknown,am,202,Tanzania,98,NA,5426
18256726,Fis-34803,Eustomias braueri,DD,NA,am,202,Tanzania,57,NA,5426
